protein1,protein2,Label
7868.ENSCMIP00000002027,7868.ENSCMIP00000039139,1
6183.A0A3Q0KLV6,7232.A0A484BUS8,0
37001.A0A1A9WPC0,77166.N6UGB4,0
178035.A0A154PPB5,7918.ENSLOCP00000015596,0
6188.A0A183QRI5,6188.A0A183R9P3,1
45351.A7SRX9,79684.ENSMOCP00000019874,0
7234.B4GBK9,7764.ENSEBUP00000001738,0
62062.ENSHHUP00000026774,62062.ENSHHUP00000045823,1
32264.T1KBE9,37003.ENSKMAP00000014790,0
6239.B0564.1a.1,94237.ENSMMOP00000013583,0
46835.A0A504Y708,46835.A0A504YEY4,1
6182.C1LML9,6182.Q86EL0,1
6183.A0A146MHS2,6183.G4VIB9,1
28377.ENSACAP00000000857,28377.ENSACAP00000008622,1
407821.A0A087SW53,407821.A0A087T2J7,1
56723.ENSLBEP00000025264,56723.ENSLBEP00000033880,1
7764.ENSEBUP00000008093,7764.ENSEBUP00000015264,1
400682.A0A1X7TPN8,6210.W6UCN6,0
6185.A0A094ZUR7,7029.J9K8Q9,0
104452.A0A0L7L4G3,1503980.A0A261C361,0
400727.A0A2T7PYW9,7739.C3YQ06,0
210632.ENSPRNP00000002595,93934.ENSCJPP00005015162,0
244447.ENSCSEP00000031882,300112.A0A4S2KIV2,0
121224.E0VFQ5,121224.E0VVT4,1
62062.ENSHHUP00000017044,80966.ENSAPOP00000032044,0
7217.B3MU45,7217.B3MY18,1
7574.A0A1S3JDM1,7574.A0A1S3KEP4,1
168631.A0A437B9Q3,168631.A0A437BDC5,1
151549.A0A4C1TQB3,7998.ENSIPUP00000001951,0
30732.ENSOMEP00000017782,7266.A0A3B0KKR4,0
2489341.ENSSHBP00005018830,7260.B4MXA5,0
1676925.ENSPKIP00000023856,1676925.ENSPKIP00000036503,1
103695.ENSPVIP00000007268,103695.ENSPVIP00000028648,1
53468.A0A0R3UHS9,53468.A0A0R3UR34,1
137246.A0A401RFJ9,137246.A0A401S3N4,1
1503980.A0A260ZSR7,334426.A0A0R3PDK8,0
31033.ENSTRUP00000031594,7232.A0A484BPI8,0
195883.A0A482XBS1,6973.A0A2P8ZMR6,0
30019.A0A0M4ELA9,30019.A0A0M4EPV5,1
46731.A0A3M6TJ54,46731.A0A3M6TM37,1
103695.ENSPVIP00000002678,103695.ENSPVIP00000026252,1
6205.A0A0R3WT15,6205.A0A0R3X1C4,1
13249.R4FN52,13249.R4G5L0,1
6290.A0A0N4W3A5,7227.FBpp0080051,0
7375.A0A0L0BZV3,7375.A0A0L0CPV4,1
93934.ENSCJPP00005002436,93934.ENSCJPP00005010140,1
103827.A0A158RB44,103827.A0A158RC41,1
299321.ENSDCDP00000017918,299321.ENSDCDP00000037106,1
105785.A0A2J7RA20,37003.ENSKMAP00000020703,0
103827.A0A0N5CXH0,103827.A0A0N5D918,1
37347.ENSTBEP00000000654,37347.ENSTBEP00000013169,1
283909.R7TFS4,283909.R7UY56,1
299321.ENSDCDP00000051261,7091.H9J7F6,0
7091.H9ISU6,7091.H9IZR9,1
7217.B3MV90,7217.B3MY77,1
1561998.A0A1I7V0S7,37347.ENSTBEP00000000697,0
318479.A0A0N4U0D2,318479.A0A3P7Q7W0,1
46835.A0A504YNB8,46835.A0A504YNE1,1
2489341.ENSSHBP00005001288,2489341.ENSSHBP00005002712,1
48701.ENSPMEP00000028208,48701.ENSPMEP00000034192,1
8049.ENSGMOP00000015839,8049.ENSGMOP00000020984,1
46245.Q29LB1,46245.Q29M23,1
32507.ENSNBRP00000003790,55544.A0A4D9DKK0,0
13347.A0A444SUZ7,13347.A0A444T7N1,1
6973.A0A2P8XBX2,6973.A0A2P8XJF6,1
12957.A0A158P2Y8,70667.A0A0X3PQE7,0
1965070.A0A3S3SI52,1965070.A0A443QMI6,1
6184.A0A430QJR3,64176.ENSPMRP00000021114,0
37653.A0A0L8HH02,70667.A0A183S7A6,0
113540.ENSSFOP00015067292,7955.ENSDARP00000072160,0
6182.Q5DAG3,6265.A0A0B2UVB1,0
299321.ENSDCDP00000013211,7222.B4J9A9,0
6216.A0A0R3SV11,6216.A0A0R3SYL2,1
2018661.A0A2A2J213,2018661.A0A2A2LMG1,1
6945.B7PDP5,7757.ENSPMAP00000006476,0
127582.A0A2Y9RUA4,6183.G4VLV8,0
7739.C3Z346,8010.ENSELUP00000018456,0
104421.E2AJK6,7238.B4I9J2,0
102285.A0A0R3SZY2,102285.A0A0R3TMJ2,1
61221.ENSVKKP00000012083,61221.ENSVKKP00000024712,1
69004.A0A182Q487,7227.FBpp0311691,0
28377.ENSACAP00000007518,6689.A0A423TU39,0
375764.ENSSORP00005003522,8128.ENSONIP00000071234,0
102285.A0A0R3TMR0,2489341.ENSSHBP00005003659,0
103695.ENSPVIP00000011795,7719.ENSCINP00000019640,0
6205.A0A0R3WYK9,7217.B3MFB1,0
30522.A0A4W2E413,6973.A0A2P8XJX2,0
300112.A0A4S2L230,69004.A0A182QF70,0
299321.ENSDCDP00000035359,36166.T1GUE5,0
1611254.A0A2G5TV39,7574.A0A1S3KG16,0
121845.Q0PXW7,121845.Q0PXZ6,1
194338.ENSACUP00000001176,7222.B4J9J3,0
30538.ENSVPAP00000003042,30538.ENSVPAP00000006199,0
6412.T1FNW4,7739.C3YVD4,0
7102.A0A2A4JFX2,7102.A0A2A4JI70,1
137246.A0A401S8B1,137246.A0A401SV29,1
30069.A0A182XXU3,7266.A0A3B0KVU7,0
2018661.A0A2A2J9X9,31234.E3MSH5,0
334426.A0A0R3PMU7,7764.ENSEBUP00000017291,0
136037.A0A067QID5,136037.A0A067RBH8,1
6211.A0A068YET9,6211.A0A068YK39,1
40217.ENSJHYP00000010112,70415.A0A5S6R3Z6,0
8005.ENSEEEP00000001043,8005.ENSEEEP00000052606,1
7574.A0A1S3IZ35,7574.A0A1S3JPN3,1
37003.ENSKMAP00000016079,37003.ENSKMAP00000018603,1
102285.A0A0R3TBX2,37032.ENSSSUP00005027986,0
7764.ENSEBUP00000010231,7764.ENSEBUP00000013627,1
195883.A0A482WMY3,195883.A0A482XIJ2,1
13735.ENSPSIP00000008366,37347.ENSTBEP00000009359,0
7238.B4HZK3,7238.B4HZY5,1
7244.B4MG86,8078.ENSFHEP00000024568,0
6210.W6UEX0,6210.W6V021,1
333673.A0A3M0KY84,6412.T1EFI7,0
151549.A0A4C1WH81,94128.A0A2A3E4N6,0
102285.A0A0R3T1I8,102285.A0A0R3TLY2,1
425635.ENSCPGP00000002615,61383.ENSLCNP00005033996,0
6239.D1081.8.1,7070.D6WU95,0
178035.A0A154PS51,6183.C4Q0P6,0
947166.A0A1D1ULC8,947166.A0A1D1W451,1
36166.T1GMF7,36166.T1H734,1
61221.ENSVKKP00000024191,7070.D2A583,0
37003.ENSKMAP00000008249,37347.ENSTBEP00000014518,0
6182.C1L793,6182.Q5DAK7,1
7764.ENSEBUP00000012876,7764.ENSEBUP00000013479,1
1611254.A0A2G5VJ49,32264.T1K5J6,0
52670.A0A2I4CF46,96440.ENSSMRP00000010418,0
37003.ENSKMAP00000014034,46835.A0A504YNW9,0
151549.A0A4C1X3A9,286419.ENSCAFP00020023689,0
6573.A0A210PRH4,6573.A0A210Q895,1
6832.A0A553NUM6,6832.A0A553PGI2,1
8049.ENSGMOP00000003705,8049.ENSGMOP00000009592,1
136037.A0A067R111,36166.T1H784,0
39432.ENSSBOP00000030712,610380.E2C3P7,0
300112.A0A4S2JPC2,70667.A0A183T2C3,0
6248.A0A0K0DZY6,6248.A0A0K0E450,1
8175.ENSSAUP00010064340,8175.ENSSAUP00010065018,1
46835.A0A504Y9I1,46835.A0A504YMV7,1
53326.A0A016RRA3,7897.ENSLACP00000013072,0
1676925.ENSPKIP00000009152,597456.A0A0L7QKT8,0
225164.V3ZN68,7994.ENSAMXP00000009536,0
8005.ENSEEEP00000038435,8030.ENSSSAP00000034048,0
7029.J9JN92,7029.J9JVQ4,1
37347.ENSTBEP00000011368,8030.ENSSSAP00000077162,0
126957.T1JJZ6,8049.ENSGMOP00000013395,0
37293.ENSANAP00000029404,62062.ENSHHUP00000087544,0
6832.A0A553PAI0,6832.A0A553PPF5,1
1661398.A0A482VU55,1661398.A0A482W619,1
6210.W6UUT1,7574.A0A1S3HPM9,0
6669.E9HD95,7238.B4IDQ3,0
6832.A0A553PNW5,6832.A0A553PSQ6,1
211598.ENSANIP00000009270,30019.A0A0M4EZP6,0
1965070.A0A3S3QF21,1965070.A0A443QM79,1
113540.ENSSFOP00015019486,6945.B7PTH8,0
102285.A0A0R3T442,102285.A0A0R3TSR5,1
7234.B4GUN3,77166.N6U752,0
7668.W4XSB2,7668.W4YAL5,1
299321.ENSDCDP00000007787,7764.ENSEBUP00000004478,0
64176.ENSPMRP00000018656,64176.ENSPMRP00000026709,1
61819.ENSACIP00000018329,8010.ENSELUP00000033747,0
30732.ENSOMEP00000008289,30732.ENSOMEP00000023456,1
143630.A0A402EQW2,143630.A0A402FVD6,1
38626.ENSPCIP00000011413,38626.ENSPCIP00000020489,1
56723.ENSLBEP00000024648,8090.ENSORLP00000011115,0
299321.ENSDCDP00000056536,6205.A0A0R3X342,0
48269.A0A183LTH4,48269.A0A183MHI5,1
103372.F4WVE5,121224.E0VDU4,0
103695.ENSPVIP00000027558,135651.G0PFE3,0
1503980.A0A261BVL8,318479.A0A0N4UQ30,0
6832.A0A553PF95,6832.A0A553PGY9,1
7217.B3LWI1,7217.B3M0F4,1
46245.Q28YB0,46245.Q29FH0,1
29170.A0A368FX26,37032.ENSSSUP00005034854,0
94237.ENSMMOP00000020896,94237.ENSMMOP00000025822,1
286419.ENSCAFP00020002417,29172.A0A0D8X5S0,0
299321.ENSDCDP00000036341,299321.ENSDCDP00000049245,1
2015173.A0A026WL01,7955.ENSDARP00000087870,0
210632.ENSPRNP00000022384,37032.ENSSSUP00005037196,0
52670.A0A2I4BV15,52670.A0A2I4C213,1
61853.ENSNLEP00000033037,7244.B4LP41,0
1661398.A0A482W8B5,178035.A0A154NWX9,0
96440.ENSSMRP00000006779,96440.ENSSMRP00000022529,1
6216.A0A0R3S9U3,6216.A0A0R3SKE1,1
46731.A0A3M6ULQ5,7070.D6X401,0
144197.ENSSPAP00000020413,372326.A0A1V4K2L4,0
53326.A0A016TG78,53326.A0A016VCT5,1
53468.A0A0R3U2F7,53468.A0A0R3UF82,1
12930.A0A0Q3PN58,12930.A0A0Q3UQB8,1
32264.T1KXD0,32264.T1L086,1
8022.A0A060X1G1,8022.A0A060XSL8,1
113540.ENSSFOP00015063927,1661398.A0A482WBJ7,0
31234.E3MSP2,7070.D6X2T6,0
7091.H9JKT4,7574.A0A1S3JBL1,0
29170.A0A368G1N1,29170.A0A368GUX7,1
7167.A0A182FB18,7167.A0A182FPU1,1
46835.A0A504YBQ5,46835.A0A504YNB8,1
7764.ENSEBUP00000012221,7764.ENSEBUP00000026424,1
210632.ENSPRNP00000014591,6689.A0A423T941,0
77166.J3JT62,77166.N6UDG2,1
13347.A0A444TG84,13347.A0A444TLW6,1
6182.B5B7Q4,6182.Q5DGC3,1
7091.H9J9K2,7091.H9JJK7,1
96440.ENSSMRP00000014428,96440.ENSSMRP00000023652,1
13249.R4FPN5,13249.T1IA30,1
1561998.A0A1I7UY61,7222.B4JIQ1,0
7739.C3Y1L0,7739.C3Z7P9,1
2018661.A0A2A2JQ81,2018661.A0A2A2LVI6,1
407821.A0A087TBK2,407821.A0A087UK68,1
103695.ENSPVIP00000003973,7918.ENSLOCP00000014666,0
104421.E2AW69,610380.E2BYX6,0
161767.ENSAPEP00000025882,161767.ENSAPEP00000032855,1
947166.A0A1D1VD45,947166.A0A1D1W9H7,1
7764.ENSEBUP00000010624,7764.ENSEBUP00000018808,1
1965070.A0A443RL46,8005.ENSEEEP00000013055,0
96440.ENSSMRP00000009955,96440.ENSSMRP00000013223,1
7227.FBpp0084144,7227.FBpp0086096,1
6205.A0A0R3WXD5,6313.A0A0K0D0B2,0
30538.ENSVPAP00000011320,30538.ENSVPAP00000011387,1
6185.A0A095CD87,6290.A0A0N4WFW3,0
144197.ENSSPAP00000019691,64176.ENSPMRP00000025862,0
105785.A0A2J7PJP5,105785.A0A2J7QCT7,1
136037.A0A067R3Z8,8022.A0A060XG94,0
48709.A0A1D2NFE4,8175.ENSSAUP00010012687,0
136037.A0A067QGG8,136037.A0A067RSM5,1
55544.A0A4D9EC17,55544.A0A4D9EX20,1
400727.A0A2T7NHE1,400727.A0A2T7PPW1,1
2015173.A0A026W4X1,225164.V4A575,0
7240.B4Q6N5,7240.B4QFG2,1
1611254.A0A2G5V0R1,64176.ENSPMRP00000017181,0
225164.V4A971,225164.V4AUS9,1
947166.A0A1D1V7B6,947166.A0A1D1W9H7,1
45351.A7RX31,45351.A7SLY9,1
441366.ENSGWIP00000010484,56723.ENSLBEP00000037883,0
225164.V4A7X6,225164.V4AB18,1
6832.A0A553ND87,6832.A0A553NF36,1
61819.ENSACIP00000004440,8022.A0A060Z9U2,0
48709.A0A1D2MMM0,48709.A0A1D2MQQ6,1
13249.R4G3M9,13249.T1HFP8,1
126957.T1J4N5,126957.T1J9Y7,1
28743.ENSCVAP00000000810,38626.ENSPCIP00000021606,0
46245.Q28YX4,46245.Q2LZI3,1
48269.A0A183LT24,48269.A0A183MK50,1
121845.A0A1S3D5I9,121845.A0A3Q0J9T5,1
1611254.A0A2G5U977,299321.ENSDCDP00000009603,0
7897.ENSLACP00000003403,7897.ENSLACP00000021803,1
70415.A0A5S6QUI6,7719.ENSCINP00000030337,0
282301.A0A1I8FUB4,6186.A0A183KSS9,0
121224.E0VFU7,7222.B4JYT5,0
211598.ENSANIP00000004705,7370.A0A1I8MSB6,0
56216.A0A1A6HDZ2,56216.A0A1A6HLK3,1
29172.A0A0D8X8V4,29172.A0A0D8XY35,1
225164.V4AN63,77166.U4U4A8,0
13616.ENSMODP00000041301,37347.ENSTBEP00000011185,0
135651.G0N5M7,135651.G0P4C4,1
2018661.A0A2A2LQL6,6526.A0A2C9M6L9,0
282301.A0A267E9I4,282301.A0A267GGM2,1
102285.A0A0R3TPN8,102285.A0A0R3TS60,1
104421.E2A3E9,104421.E2B0G0,1
13347.A0A444TJ85,2489341.ENSSHBP00005002712,0
13347.A0A444SYR2,47308.ENSNMLP00000028789,0
113540.ENSSFOP00015014666,61853.ENSNLEP00000032390,0
299467.A0A443SKZ0,7234.B4GBL6,0
136037.A0A067RSM5,334426.A0A0R3PNL7,0
6216.A0A0R3SB84,6216.A0A0R3SSZ4,1
13249.T1HIG2,400682.A0A1X7TF67,0
137246.A0A401S8B1,137246.A0A401T1H9,1
46835.A0A504YTS8,46835.A0A504YW06,1
7227.FBpp0082513,7227.FBpp0086704,1
7739.C3XZD8,7739.C3Y1L0,1
102285.A0A0R3T6A7,6238.A8XLW6,0
29172.A0A0D8X8X4,29172.A0A0D8XMN8,0
31246.A0A183PTE0,7238.B4HQ53,0
400727.A0A2T7NZL5,400727.A0A2T7PBG5,1
105785.A0A2J7QRF8,30522.A0A4W2EII3,0
7227.FBpp0083954,7227.FBpp0311089,1
6216.A0A158QC25,6216.A0A158QDX4,1
53468.A0A0R3UCD4,53468.A0A158QVS6,1
2489341.ENSSHBP00005009832,2489341.ENSSHBP00005023084,1
7029.C4WYC2,7029.C4WYG5,1
6265.A0A0B2W0C5,6573.A0A210PZS6,0
30521.ENSBGRP00000000604,30521.ENSBGRP00000040585,1
225164.V4BAH6,64176.ENSPMRP00000021821,0
37653.A0A0L8H883,6293.A0A1I8EGI0,0
62062.ENSHHUP00000029803,62062.ENSHHUP00000037396,1
7375.A0A0L0CLL8,7375.A0A0L0CQP7,1
225164.V4AMA1,77166.J3JUU8,0
46731.A0A3M6UCJ7,7238.B4I776,0
13347.A0A444T5M8,7764.ENSEBUP00000011030,0
2018661.A0A2A2LAK9,94237.ENSMMOP00000000636,0
121224.E0VLB2,121224.E0W2Z6,1
6238.A8XL83,6238.A8XPK2,1
2018661.A0A2A2JQT7,45351.A7SBE9,0
37347.ENSTBEP00000004533,6573.A0A210PW74,0
37653.A0A0L8FJM5,37653.A0A0L8IBV8,1
46245.Q293A6,46245.Q29II9,1
104452.A0A0L7LSU7,13146.ENSMUNP00000007613,0
61819.ENSACIP00000006898,61819.ENSACIP00000012102,1
8005.ENSEEEP00000010899,96440.ENSSMRP00000018988,0
48709.A0A1D2MV56,48709.A0A1D2NKQ4,1
400682.A0A1X7UY79,400682.A0A1X7VEE0,1
7998.ENSIPUP00000011870,7998.ENSIPUP00000028062,1
53326.A0A016TIF2,53326.A0A016U4X1,1
225164.V4AAI2,225164.V4B344,1
61819.ENSACIP00000006969,7994.ENSAMXP00000045522,0
7029.C4WS58,7029.C4WXG1,1
6205.A0A0R3WHV0,6205.A0A0R3WIG1,1
7070.D6WJH7,7764.ENSEBUP00000013928,0
7719.ENSCINP00000003001,7719.ENSCINP00000006895,1
6689.A0A3R7NZW3,6689.A0A3R7SYE8,1
64176.ENSPMRP00000009229,64176.ENSPMRP00000025103,1
6216.A0A0R3SXQ7,7234.B4GSQ0,0
6248.A0A0K0E245,7209.A0A1I7VFS1,0
103827.A0A0N5D044,104421.E2A4R1,0
64176.ENSPMRP00000008965,64176.ENSPMRP00000021114,1
7897.ENSLACP00000009337,7897.ENSLACP00000016928,1
299467.A0A443S176,299467.A0A443S3J3,1
64176.ENSPMRP00000002324,6832.A0A553PAS7,0
105785.A0A2J7R4V0,307972.A0A2G8KW88,0
126957.T1IRS2,126957.T1JI14,1
70667.A0A3P7CDH0,70667.A0A3P7EX11,1
6689.A0A3R7M5N6,7266.A0A3B0JZU8,0
37347.ENSTBEP00000006035,6689.A0A3R7SHD2,0
6238.A8X654,7091.E9JEJ3,0
6186.A0A183JWZ5,6188.A0A183RFA9,0
6205.A0A0R3WQZ1,6205.A0A0R3X872,1
37001.A0A1A9WHP4,37001.A0A1A9WW04,1
947166.A0A1D1UNA8,947166.A0A1D1VT25,1
195883.A0A482XQ45,286419.ENSCAFP00020014222,0
6689.A0A423SM29,6689.A0A423U4H7,1
121845.A0A1S3CTK5,121845.A0A3Q0JJ27,1
299321.ENSDCDP00000043616,299321.ENSDCDP00000062892,1
70667.A0A183SJY7,70667.A0A183T8R6,1
286419.ENSCAFP00020000158,6184.A0A430QSQ9,0
151549.A0A4C1T682,6182.A0A4Z2DRP0,0
6573.A0A210PH18,6573.A0A210PRH4,1
2018661.A0A2A2KX69,2018661.A0A2A2L6M5,1
31234.E3LVT3,61221.ENSVKKP00000008644,0
7719.ENSCINP00000024693,7719.ENSCINP00000026787,1
6573.A0A210PE09,6573.A0A210PJD0,1
29073.ENSUMAP00000030891,7757.ENSPMAP00000009546,0
37347.ENSTBEP00000004620,7238.B4HM46,0
37653.A0A0L8HGK7,37653.A0A0L8HR17,1
136037.A0A067QXZ2,70667.A0A3P7CM75,0
225164.V4B3H3,225164.V4BU40,1
286419.ENSCAFP00020019741,7240.B4QPP3,0
7668.W4ZFM3,8010.ENSELUP00000022974,0
610380.E2B3I7,610380.E2BFG5,1
102285.A0A0R3T412,102285.A0A0R3TVG1,1
93934.ENSCJPP00005002436,93934.ENSCJPP00005010138,1
8078.ENSFHEP00000011309,8078.ENSFHEP00000029820,1
103827.A0A0N5CLT4,12957.A0A158NB71,0
7091.H9IVC8,7091.H9J6K5,1
225164.V4B344,6238.A8WWC0,0
48269.A0A183MQ92,7764.ENSEBUP00000020810,0
61221.ENSVKKP00000008644,61221.ENSVKKP00000013863,1
407821.A0A087U3N5,407821.A0A087UA85,1
268475.A0A0V1GJZ1,29170.A0A368GZ45,0
7868.ENSCMIP00000000215,7868.ENSCMIP00000030744,1
45351.A7SDI8,8030.ENSSSAP00000119639,0
113540.ENSSFOP00015048096,7994.ENSAMXP00000028321,0
103827.A0A158RB79,6184.A0A430QQ83,0
283909.R7TA15,283909.R7TVI3,0
2018661.A0A2A2KVH7,7266.A0A3B0IYS7,0
7266.A0A3B0J586,7266.A0A3B0JLG6,1
80972.ENSAOCP00000004449,80972.ENSAOCP00000026117,1
137246.A0A401RZG3,137246.A0A401SI05,1
282301.A0A267DQV6,8128.ENSONIP00000041689,0
103827.A0A0N5CZF9,103827.A0A0N5D3B7,1
6832.A0A553P494,6832.A0A553PH56,1
2018661.A0A2A2L9H2,70415.A0A5S6QTR2,0
1661398.A0A482VM06,1661398.A0A482W708,1
7918.ENSLOCP00000001665,7918.ENSLOCP00000007000,1
333673.A0A3M0JY95,7244.B4LN60,0
2018661.A0A2A2JLN8,2018661.A0A2A2JP73,1
6211.A0A087W002,80966.ENSAPOP00000023419,0
7266.A0A3B0K1X4,7266.A0A3B0KMQ3,1
225164.V4B116,7227.FBpp0072020,0
7102.A0A2A4JI99,7102.A0A2A4JQQ2,1
29170.A0A368H1Q4,37003.ENSKMAP00000020294,0
37347.ENSTBEP00000000285,37347.ENSTBEP00000010420,1
45351.A7SRX9,96440.ENSSMRP00000023747,0
37032.ENSSSUP00005014331,7238.B4HVA2,0
32264.T1KAK1,32264.T1KFP1,1
2015173.A0A026WZA6,7739.C3XUZ9,0
103695.ENSPVIP00000011497,103695.ENSPVIP00000020413,1
7227.FBpp0071046,7227.FBpp0308558,1
48269.A0A183LDQ7,48269.A0A183M5J6,1
7238.B4HKA7,7238.B4ICT9,1
143630.A0A402EA30,2489341.ENSSHBP00005007932,0
7868.ENSCMIP00000039308,7868.ENSCMIP00000048402,1
7764.ENSEBUP00000011647,7764.ENSEBUP00000015895,1
37653.A0A0L8ID27,441894.ENSSCUP00000000583,0
103695.ENSPVIP00000026691,7260.B4MYM2,0
103827.A0A0N5DB28,32264.T1JQ31,0
94237.ENSMMOP00000000746,94237.ENSMMOP00000014109,1
318479.A0A158Q3S4,7719.ENSCINP00000025837,0
7070.D6WH57,7070.D6WSX9,1
400727.A0A2T7NWL5,400727.A0A2T7PVD6,1
29073.ENSUMAP00000010267,7232.A0A484ARL0,0
151549.A0A4C1Y531,244447.ENSCSEP00000020691,0
7029.C4WUP0,7029.X1X0X3,1
103695.ENSPVIP00000012085,103695.ENSPVIP00000028392,1
7091.H9JJZ4,7091.H9JKD6,1
6248.A0A0K0DZ64,6248.A0A0K0DZY6,1
136037.A0A067R2Y0,8090.ENSORLP00000030044,0
61853.ENSNLEP00000043670,7260.B4MWM0,0
37347.ENSTBEP00000013943,6573.A0A210QEY0,0
36166.T1H3H7,7719.ENSCINP00000006895,0
7370.A0A1I8NBU3,79684.ENSMOCP00000002298,0
30019.A0A0M3QVG4,610380.E2BHH6,0
121845.A0A3Q0IQD3,31234.E3NHE8,0
46245.Q28Z52,6182.Q86E49,0
104452.A0A0L7KZV5,13616.ENSMODP00000041775,0
136037.A0A067QKC5,136037.A0A067R8C8,1
103695.ENSPVIP00000034446,29170.A0A368F4I2,0
118797.A0A340XCB3,1965070.A0A3S3PKU9,0
6183.G4V8G7,6832.A0A553PJP6,0
37001.A0A1A9WC27,7897.ENSLACP00000019598,0
36166.T1GJ02,36166.T1GZ85,1
105785.A0A2J7PJR3,105785.A0A2J7QES5,1
46245.Q28ZM0,46245.Q29ED6,1
400682.A0A1X7VQK8,441894.ENSSCUP00000021662,0
47308.ENSNMLP00000011490,6689.A0A3R7SJ44,0
48269.A0A183MF28,48269.A0A183MXF6,1
31234.E3NNA3,8175.ENSSAUP00010009932,0
30538.ENSVPAP00000007739,37032.ENSSSUP00005016413,0
7868.ENSCMIP00000035859,8010.ENSELUP00000042845,0
37347.ENSTBEP00000000999,37347.ENSTBEP00000012692,1
136037.A0A067QS27,195883.A0A482XI64,0
6188.A0A183QV29,6188.A0A183S574,1
6573.A0A210QKJ0,6573.A0A210QMV4,1
79923.A0A419PQ08,79923.A0A419PWF7,1
2018661.A0A2A2JA27,2018661.A0A2A2LQL6,1
121224.E0VH27,121224.E0VSJ7,1
6832.Q6VBC4,7897.ENSLACP00000015442,0
6973.A0A2P8XY49,6973.A0A2P8YPU4,1
36166.T1GDT1,8030.ENSSSAP00000119098,0
400727.A0A2T7NVV1,400727.A0A2T7PC45,1
1676925.ENSPKIP00000003825,1676925.ENSPKIP00000028942,1
299467.A0A443S3I4,299467.A0A443SVQ4,1
127582.A0A2Y9RT77,46731.A0A3M6TJV5,0
2015173.A0A026WF63,37032.ENSSSUP00005034918,0
28377.ENSACAP00000005642,6185.A0A095BT63,0
6184.A0A430Q4U6,6184.A0A430QD36,1
7238.B4I3C9,7868.ENSCMIP00000035619,0
