protein1,protein2,Label
103695.ENSPVIP00000012211,62062.ENSHHUP00000044286,0
46835.A0A504YY89,6183.G4V7H1,0
7217.B3M107,7217.B3N1A7,1
6573.A0A210PL67,6573.A0A210Q1Q3,1
407821.A0A087U3X6,407821.A0A087UW65,1
225164.V4B174,6945.B7P2T8,0
7260.B4MLC3,7260.B4MY02,1
31246.A0A183NG13,6205.A0A0R3X0F6,0
7217.B3M0D4,7217.B3M4Y0,1
318479.A0A0N4UE07,37653.A0A0L8I0W5,0
30732.ENSOMEP00000003004,7217.B3M7M2,0
31246.A0A183NT82,31246.A0A183P5D3,1
1965070.A0A3S3NZV7,28743.ENSCVAP00000008040,0
45351.A7RFE7,70415.A0A5S6R6G1,0
6182.A0A4Z2CTR1,6182.C1L5H5,1
136037.A0A067QI11,136037.A0A067RJ77,1
45351.A7S643,6526.A0A2C9KBM3,0
121224.E0VWC5,7029.J9K5R0,0
178035.A0A154PBJ7,178035.A0A154PU62,1
136037.A0A067QI11,136037.A0A067R8I1,1
6689.A0A3R7MNA3,6689.A0A3R7PDN8,1
121224.E0VTI0,121224.E0VWB9,1
6832.A0A553ND07,6832.A0A553P4L7,1
195883.A0A482WQV5,29172.A0A0D8Y2B9,0
1661398.A0A482W6F9,1676925.ENSPKIP00000001660,0
333673.A0A3M0JIU8,37032.ENSSSUP00005022525,0
1561998.A0A1I7T441,1561998.A0A1I7ULA6,1
7102.A0A2A4J670,7102.A0A2A4JJS8,1
400727.A0A2T7PIN5,400727.A0A2T7Q1Q4,1
8167.A0A484CPU8,8167.A0A484DLN8,1
61819.ENSACIP00000025292,96440.ENSSMRP00000017472,0
947166.A0A1D1VAY3,947166.A0A1D1VL39,1
53326.A0A016SML6,53326.A0A016TEA4,1
7764.ENSEBUP00000004478,7764.ENSEBUP00000007460,1
7260.B4NNG6,7260.B4NP53,1
13249.R4FLV9,13249.T1HUG6,1
46731.A0A3M6TNT9,46731.A0A3M6UD84,1
102285.A0A0R3TEG7,136037.A0A067R338,0
282301.A0A1I8JE92,282301.A0A267FA06,1
6832.A0A553NEB0,6832.A0A553PFB7,1
6183.A0A3Q0KBK2,6183.A0A5K4EZ50,1
1965070.A0A3S3PE42,61221.ENSVKKP00000003047,0
121224.E0VCI8,7574.A0A1S3IPH1,0
2018661.A0A2A2L676,2018661.A0A2A2LUS7,1
7266.A0A3B0J635,7266.A0A3B0JM19,1
1561998.A0A1I7TVN5,1561998.A0A1I7UK22,1
102285.A0A158QI51,7234.B4G4A0,0
48269.A0A183MQD5,48269.A0A183MUS7,1
2018661.A0A2A2KAY9,2018661.A0A2A2LCT9,1
113540.ENSSFOP00015049400,6184.A0A430Q1U4,0
6689.A0A3R7N0B5,6689.A0A423U8Q2,1
586833.ENSMMDP00005005569,6265.A0A0B2V0S6,0
1965070.A0A443RJB1,36166.T1H5G6,0
6412.T1FNX3,6412.T1G1E4,1
1561998.A0A1I7TVN5,53468.A0A0R3UG34,0
143630.A0A402F5G0,62062.ENSHHUP00000057712,0
7240.B4QKL4,7240.B4R4B3,1
8010.ENSELUP00000021048,8010.ENSELUP00000038192,1
6182.C1LEX4,6182.C1LML9,1
225164.V3ZUX9,55661.A0A091GJ40,0
48269.A0A183LI59,48269.A0A183M1T6,1
520822.A0A195B373,6198.A0A074Z7X3,0
7574.A0A1S3IPX3,7574.A0A1S3K477,1
7240.B4QNU6,7240.B4QS98,1
7764.ENSEBUP00000009183,7764.ENSEBUP00000027399,1
143630.A0A402FNJ5,6188.A0A183QF35,0
6832.A0A553NAV5,6832.A0A553NTC1,1
36166.T1GB56,36166.T1GZC7,1
210632.ENSPRNP00000054380,45351.A7RFZ1,0
7764.ENSEBUP00000010890,7764.ENSEBUP00000024957,1
6182.A0A4Z2DFC1,6182.C1LLH0,1
77166.U4U4U5,77166.U4V0Q0,1
126957.T1JB50,299467.A0A443SQV5,0
62062.ENSHHUP00000023627,62062.ENSHHUP00000066285,1
195883.A0A482X527,195883.A0A482XGL8,1
1965070.A0A3S3QH86,1965070.A0A443QCH2,1
308060.ENSARWP00000026626,61383.ENSLCNP00005032134,0
6669.E9G8P6,6669.E9G9E2,1
37032.ENSSSUP00005030767,53468.A0A0R3U964,0
61221.ENSVKKP00000008094,7764.ENSEBUP00000026904,0
6526.A0A2C9LDN9,7238.B4HSM9,0
105785.A0A2J7Q8Z5,96440.ENSSMRP00000022561,0
121845.A0A3Q0IYK1,121845.A0A3Q0JPF4,1
6182.A0A4Z2DWA3,6182.C7TZB5,1
103695.ENSPVIP00000019498,77166.U4UNH2,0
121845.A0A3Q0JA27,6573.A0A210Q584,0
37653.A0A0L8FU67,37653.A0A0L8GJG3,1
194338.ENSACUP00000022204,47308.ENSNMLP00000044628,0
1561998.A0A1I7T0T7,1561998.A0A1I7TQT7,1
334426.A0A0R3PTK5,334426.A0A158PM87,1
62062.ENSHHUP00000026774,62062.ENSHHUP00000081740,1
135651.G0MJ42,7757.ENSPMAP00000000691,0
6689.A0A1B2URF3,94128.A0A2A3E9H7,0
7234.B4H330,7868.ENSCMIP00000038680,0
6188.A0A183RZD9,6973.A0A2P8ZKU0,0
441894.ENSSCUP00000008992,6973.A0A2P8YYM7,0
6973.A0A2P8YIA7,6973.A0A2P8ZL98,1
121224.E0VUB9,52670.A0A2I4CGX3,0
7764.ENSEBUP00000005038,7764.ENSEBUP00000019831,1
62324.A0A182RSN2,62324.A0A4Y0BP53,1
6184.A0A430QLH5,6184.A0A430QNT8,1
6290.A0A0N4W2C4,6290.A0A3P7XKD1,1
6183.C4Q0P6,7574.A0A1S3ILW0,0
32264.T1K2J8,7719.ENSCINP00000018445,0
30019.A0A0M5IXS4,8010.ENSELUP00000031995,0
70667.A0A0X3PVU5,70667.A0A183TU56,1
103695.ENSPVIP00000015893,299467.A0A443SRW5,0
947166.A0A1D1VUT9,947166.A0A1D1VUZ2,1
44394.ENSZALP00000011038,44394.ENSZALP00000021029,1
37653.A0A0L8G4D3,37653.A0A0L8IGW7,1
48269.A0A183MH90,48269.A0A183N5V8,1
225164.V3ZMW2,225164.V4A353,1
32264.T1L451,48269.A0A183MYY0,0
286419.ENSCAFP00020019978,286419.ENSCAFP00020023495,1
144197.ENSSPAP00000015183,93934.ENSCJPP00005010277,0
6238.A8WW66,6265.A0A0B2UZ02,0
2018661.A0A2A2J9X9,2018661.A0A2A2KD07,1
8090.ENSORLP00000035155,8090.ENSORLP00000037435,1
70667.A0A183SH58,7950.ENSCHAP00000036095,0
168631.A0A3S2NQ39,400727.A0A2T7NUE2,0
31246.A0A183PMN7,77166.J3JZ49,0
7266.A0A3B0JL38,77166.N6UHR7,0
1965070.A0A3S3SDY5,1965070.A0A443QMV5,1
6265.A0A0B2V9M1,6265.A0A0B2VDY8,1
32264.T1KFB4,6290.A0A0N4WBI6,0
7222.B4J779,96440.ENSSMRP00000014796,0
37032.ENSSSUP00005002480,37032.ENSSSUP00005036621,1
29172.A0A0D8Y732,29172.A0A0D8YCS7,1
1561998.A0A1I7UXL3,6832.A0A553PA16,0
64791.A0A151X442,64791.A0A151X7J7,1
38626.ENSPCIP00000049504,80966.ENSAPOP00000001810,0
299467.A0A443SSI3,299467.A0A443SVW0,1
31246.A0A183PIL1,31246.A0A183PN28,1
161767.ENSAPEP00000007320,161767.ENSAPEP00000032855,1
7764.ENSEBUP00000015602,7764.ENSEBUP00000018048,1
7764.ENSEBUP00000019040,7764.ENSEBUP00000019896,1
1661398.A0A482VY65,8010.ENSELUP00000030223,0
7091.H9J6L7,7091.H9JN38,1
6183.G4VH46,6183.Q15ER5,1
1611254.A0A2G5VBK6,48701.ENSPMEP00000033105,0
7222.B4JSB7,7222.B4K0G3,1
103695.ENSPVIP00000003657,103695.ENSPVIP00000016788,1
7764.ENSEBUP00000000020,7764.ENSEBUP00000003956,1
102285.A0A0R3T4M7,282301.A0A267E0Y5,0
7234.B4H357,77166.J3JXX6,0
104421.E2A693,7370.A0A1I8N5Y1,0
64176.ENSPMRP00000021239,64176.ENSPMRP00000027684,1
6183.A0A3Q0KEP5,6183.G4VBY8,1
48709.A0A1D2N4F4,48709.A0A1D2NLV5,1
7266.A0A3B0JLG6,8022.A0A060YCX8,0
47308.ENSNMLP00000039164,6186.A0A183JIB9,0
121224.E0VF66,121224.E0W436,1
6412.T1ED91,6412.T1G982,1
195883.A0A482XRJ7,299467.A0A443RWI1,0
113540.ENSSFOP00015011633,13347.A0A444THA3,0
36166.T1H7I2,7266.A0A3B0JYG2,0
37032.ENSSSUP00005028252,7227.FBpp0297502,0
8005.ENSEEEP00000006518,8005.ENSEEEP00000037989,1
143630.A0A402EUD1,143630.A0A402F314,1
6238.A8WN71,6238.A8WVQ9,1
2587831.ENSTMTP00000019101,8022.A0A060YTP6,0
46731.A0A3M6TRH0,46731.A0A3M6UPU2,1
104452.A0A0L7L0E6,104452.A0A0L7LVQ8,1
7868.ENSCMIP00000002393,7868.ENSCMIP00000008812,1
46245.D2SXY7,46245.Q29EW3,1
425635.ENSCPGP00000007074,6184.A0A430QCH9,0
12957.A0A158NAP1,38626.ENSPCIP00000033281,0
104452.A0A0L7KWS9,104452.A0A0L7LB94,1
8030.ENSSSAP00000001532,8030.ENSSSAP00000116698,1
45351.A7SI61,7217.B3MSW4,0
7668.W4XKE0,7668.W4ZKK7,1
7668.W4YA42,7668.W4YUT2,1
121224.E0VM72,6205.A0A0R3X8T9,0
6526.A0A2C9LEY7,77166.U4UGZ3,0
282301.A0A267DI07,282301.A0A267H5G8,1
113540.ENSSFOP00015050236,137246.A0A401RPZ0,0
53326.A0A016VH91,53326.A0A016VU86,1
1965070.A0A3S3PE42,6573.A0A210PMW1,0
400682.A0A1X7VTX4,93934.ENSCJPP00005014511,0
29170.A0A368GTC1,29170.A0A368H3J8,1
7764.ENSEBUP00000004699,7764.ENSEBUP00000020298,1
31246.A0A183NTC8,31246.A0A183PAC6,1
96440.ENSSMRP00000008681,96440.ENSSMRP00000015364,1
64176.ENSPMRP00000011286,6832.A0A553NAR3,0
64176.ENSPMRP00000013429,64176.ENSPMRP00000023354,1
31033.ENSTRUP00000036060,46835.A0A504YEL5,0
37653.A0A0L8GDH4,53326.A0A016U135,0
61221.ENSVKKP00000009393,61221.ENSVKKP00000019821,1
225164.V4AIH2,225164.V4AZR1,1
37548.ENSCAPP00000000870,7574.A0A1S3HG66,0
151549.A0A4C1TSX6,151549.A0A4C1WM72,1
53468.A0A0R3UNP7,6188.A0A183RZX8,0
7764.ENSEBUP00000024351,7994.ENSAMXP00000019145,0
7757.ENSPMAP00000007268,7998.ENSIPUP00000019327,0
282301.A0A267EJG8,7244.A0A0Q9WKC6,0
282301.A0A1I8GCK1,375764.ENSSORP00005025310,0
6188.A0A183QRY0,6188.A0A183RJK9,1
13249.R4G2Y7,13249.R4G514,1
105785.A0A2J7PE43,105785.A0A2J7PYT2,1
6526.A0A2C9JNH2,70415.A0A5S6QVN1,0
334426.A0A0R3PA21,334426.A0A158PIY7,1
13347.A0A444SBP8,13347.A0A444SGF4,1
105785.A0A2J7REM6,8090.ENSORLP00000022673,0
7029.J9JNK4,7029.J9K9L6,1
70667.A0A183TDM1,70667.A0A183TGN4,1
195883.A0A482X3L6,93934.ENSCJPP00005002927,0
37347.ENSTBEP00000004926,37347.ENSTBEP00000009662,1
13249.R4FKT4,8090.ENSORLP00000043035,0
7955.ENSDARP00000098917,7955.ENSDARP00000114636,1
104452.A0A0L7L510,400727.A0A2T7NTT5,0
6216.A0A0R3SV13,6216.A0A0R3SWX1,1
13347.A0A444T2A9,7227.FBpp0079732,0
8030.ENSSSAP00000115282,8030.ENSSSAP00000120048,1
121845.A0A3Q0II32,143630.A0A402G6R3,0
52904.ENSSMAP00000020866,6183.A0A5K4FDM9,0
225164.V3ZMJ4,225164.V3ZWW5,1
400727.A0A2T7PW05,7918.ENSLOCP00000021702,0
1965070.A0A3S3NQ42,1965070.A0A443QP22,1
137246.A0A401S1C1,137246.A0A401T6F7,1
13249.R4FPM8,13249.R4G8N9,1
93934.ENSCJPP00005002436,93934.ENSCJPP00005002764,1
30608.ENSMICP00000037148,7217.B3M6I8,0
32264.T1KXW2,32264.T1KZ56,1
77166.N6UIA0,77166.U4V0Q0,1
6412.T1G2A2,94128.A0A2A3ERR9,0
105785.A0A2J7QZZ1,6832.A0A553NQP6,0
61819.ENSACIP00000029838,7260.B4MTY5,0
1661398.A0A482VBB5,1661398.A0A482VRV0,1
6185.A0A095A5J9,8030.ENSSSAP00000068159,0
30019.A0A0M3QY34,30019.A0A0M4ESG3,1
947166.A0A1D1VN31,947166.A0A1D1WB46,1
300112.A0A4S2KFE0,7955.ENSDARP00000140007,0
7897.ENSLACP00000017699,7897.ENSLACP00000021156,0
6183.A0A5K4F6C1,6183.G4VDR5,1
7234.B4G9C8,7234.B4GI14,1
6526.A0A2C9KX23,6526.A0A2C9LJT9,1
13249.R4FN97,13249.R4G4M2,1
425635.ENSCPGP00000007113,48709.A0A1D2NEA9,0
7029.J9K7M9,8081.ENSPREP00000005745,0
37003.ENSKMAP00000018587,6182.A0A4Z2DKH3,0
1611254.A0A2G5T1S2,1841481.ENSSLDP00000005592,0
121224.E0VLA8,7217.B3MIK0,0
299467.A0A443SQA9,7764.ENSEBUP00000018837,0
46835.A0A504YZ43,62062.ENSHHUP00000031959,0
211598.ENSANIP00000015521,407821.A0A087V1F6,0
103695.ENSPVIP00000003090,6198.A0A074Z6L6,0
2015173.A0A026WCW5,2015173.A0A026WIV4,1
52670.A0A2I4DCP6,947166.A0A1D1VHM5,0
30538.ENSVPAP00000003081,48709.A0A1D2NJN1,0
32264.T1KRS1,6183.A0A3Q0KCB3,0
2018661.A0A2A2KAY9,30538.ENSVPAP00000001311,0
103695.ENSPVIP00000001210,103695.ENSPVIP00000021433,1
6280.A0A0N4T115,6280.A0A0N4TSR0,1
31246.A0A183NDY7,31246.A0A183NNA7,1
6573.A0A210QYB7,7998.ENSIPUP00000028438,0
318479.A0A0N4UK87,7918.ENSLOCP00000019587,0
121845.A0A1S3DMZ0,121845.A0A1S4ECS2,1
37347.ENSTBEP00000011093,7739.C3YCA8,0
283909.R7U2P5,6184.A0A430QUK6,0
46731.A0A3M6T986,6265.A0A0B2V3N2,0
7764.ENSEBUP00000005038,7764.ENSEBUP00000005272,1
6313.A0A0K0DHN1,7668.W4YDE5,0
46731.A0A3M6UKG1,46731.A0A3M6URT8,1
94128.A0A2A3E5K7,94128.A0A2A3EBX5,1
64176.ENSPMRP00000021160,64176.ENSPMRP00000023509,1
6239.B0513.2a.1,6239.T02H6.2.1,1
32264.T1JRH9,32264.T1KCF8,1
268474.A0A0V1MN65,6689.A0A423SPQ8,0
7070.A0A139WGB6,7070.D6X428,1
6238.A8WNQ7,7764.ENSEBUP00000011304,0
400682.A0A1X7V149,400682.A0A1X7VQF5,1
6239.C01F1.1.1,6239.Y39B6A.36.1,1
7764.ENSEBUP00000011066,7764.ENSEBUP00000024163,1
32264.T1KLR7,597456.A0A0L7RIL1,0
29170.A0A368FXQ0,7232.A0A484B8V3,0
6216.A0A158QC38,7739.C3Z4R9,0
6211.A0A068Y8B4,6211.A0A087VZU4,1
178035.A0A154P1N7,77166.N6T8Z5,0
6265.A0A0B2UZA3,6265.A0A0B2VC84,1
7240.B4QFZ7,7240.B4R4G8,1
37653.A0A0L8HCL1,37653.A0A0L8HHL7,1
7029.C4WTN5,7029.J9JVQ4,1
