protein1,protein2,Label
104421.E1ZV63,6313.A0A158PB17,0
6412.T1FTJ5,6689.A0A423SNL1,0
282301.A0A267DQY8,282301.A0A267F5M7,1
6198.A0A074ZGZ9,6198.A0A075AAQ1,1
407821.A0A087TDD6,407821.A0A087V0P7,1
282301.A0A267FGN3,6198.A0A075ADI1,0
7234.B4GPZ0,7739.C3YPR3,0
53326.A0A016RYM6,947166.A0A1D1VJP9,0
13347.A0A444TM81,31234.E3M1F9,0
6689.A0A3R7N1U6,6689.A0A423SHP9,1
30521.ENSBGRP00000008942,7240.B4NT18,0
29172.A0A0D8Y9K3,6412.T1FU27,0
6205.A0A0R3WM96,6205.A0A0R3WPB1,1
307972.A0A2G8KNU3,6412.T1F5D3,0
46835.A0A504YRW0,46835.A0A504Z4A9,1
104452.A0A0L7KNB6,104452.A0A0L7KSQ6,1
282301.A0A267DQY8,282301.A0A267E6W3,1
121845.A0A3Q0JM36,37001.A0A1A9X5T0,0
137246.A0A401S199,48269.A0A183MN97,0
104452.A0A0L7KSQ1,6216.A0A0R3SKT3,0
48269.A0A183N6F4,7764.ENSEBUP00000007980,0
947166.A0A1D1V907,947166.A0A1D1VRJ0,1
32264.T1JZA4,32264.T1KEB9,1
2018661.A0A2A2JU16,2018661.A0A2A2LC68,1
36166.T1GN12,36166.T1H0A0,1
46245.B5DWZ2,7238.B4HU27,0
2018661.A0A2A2L5G2,6689.A0A423SHP9,0
7238.B4HMC6,7238.B4I5H2,1
13347.A0A444T0Q3,135651.G0MVF1,0
48269.A0A183LLP6,48269.A0A183MK76,1
31246.A0A183NY67,31246.A0A183NZ62,1
1503980.A0A261C270,1611254.A0A2G5U711,0
31234.E3NC49,6689.A0A3R7MJM5,0
7574.A0A1S3H9E0,7574.A0A2R2MNC3,1
6186.A0A183KG62,6186.A0A183L6D7,1
6188.A0A183RFY1,407821.A0A087ULP3,0
135651.G0MMM5,6573.A0A210R1K6,0
6669.E9GDR8,6669.E9HVZ6,1
283909.R7TJH1,407821.A0A087T8V2,0
195883.A0A482X813,6185.A0A095BWA6,0
6205.A0A0R3WPB1,6205.A0A0R3XAP4,1
2018661.A0A2A2JU16,2018661.A0A2A2LLY5,1
307972.A0A2G8KJC6,6216.A0A0R3SSY5,0
103372.F4WQV6,6211.A0A068YHJ6,0
48709.A0A1D2MBZ1,7234.B4GPZ0,0
6205.A0A0R3WPB1,6205.A0A0R3X8V5,1
282301.A0A267F4J2,282301.A0A267GBJ4,1
6337.A0A0V0XRE4,6337.A0A0V1J7T1,1
6689.A0A3R7N465,6973.A0A2P8Y1G8,0
121224.E0VL73,6239.F57B10.12.1,0
151549.A0A4C1W4A0,400727.A0A2T7P2J4,0
299321.ENSDCDP00000005365,6184.A0A430QCH7,0
7238.B4IBM1,7238.Q9BJZ7,1
48709.A0A1D2MBZ1,7574.A0A2R2ML08,0
307972.A0A2G8LFC8,6526.A0A2C9LFB2,0
13249.T1HPC2,283909.R7U3H9,0
7764.ENSEBUP00000003977,7764.ENSEBUP00000003981,0
105785.A0A2J7QHN3,31234.E3NWT1,0
7574.A0A1S3H9E0,7574.A0A2R2ML08,1
6205.A0A0R3WPB1,6205.A0A0R3WQL4,1
7240.B4QNT1,7240.B4R463,1
407821.A0A087SXU6,407821.A0A087UQ87,1
6689.A0A3R7M4Q7,6689.A0A3R7MLQ5,1
151549.A0A4C1V241,7918.ENSLOCP00000019037,0
947166.A0A1D1UJH6,947166.A0A1D1UTW5,1
126957.T1ITI1,126957.T1JF68,1
6526.A0A2C9L9N3,7240.B4QTG6,0
6205.A0A0R3WPB1,6205.A0A0R3X2Y8,1
53468.A0A0R3UM94,7868.ENSCMIP00000016052,0
7227.FBpp0076039,7227.FBpp0305929,1
282301.A0A267G1C6,6183.A0A3Q0KI59,0
70667.A0A183SUH7,70667.A0A183TDT1,1
407821.A0A087T706,6198.A0A075ADI1,0
13249.T1H9T5,7764.ENSEBUP00000004807,0
31234.E3NB25,70667.A0A183SS32,0
77166.U4TUW6,77166.U4UCB6,1
6973.A0A2P8XD53,6973.A0A2P8XK65,1
7375.A0A0L0BUE3,7375.A0A0L0CAS9,1
77166.N6T055,77166.U4UCN6,1
6205.A0A0R3WPB1,6205.A0A0R3X7T8,1
1503980.A0A261APC4,1503980.A0A261BGC5,1
6412.T1FHB2,6412.T1FQB5,1
102285.A0A0R3T9D4,7227.FBpp0080629,0
48269.A0A183L8W9,48269.A0A183MK76,1
6412.T1FCE5,6412.T1FSS1,1
6205.A0A0R3X6R6,6205.A0A0R3X9I7,1
105785.A0A2J7QHN3,105785.A0A2J7RA76,1
6669.E9G6U8,6669.E9GDR8,1
103372.F4WQV6,334426.A0A0R3PAM1,0
77166.U4U4D0,77166.U4U8C6,1
6184.A0A430QGB0,6186.A0A183KZ79,0
6832.A0A553N9P4,6832.A0A553NR29,1
13347.A0A444TH72,8030.ENSSSAP00000072329,0
45351.A7RXS8,6186.A0A183KJL5,0
135651.G0N5J5,135651.G0NH40,1
102285.A0A0R3T1M5,102285.A0A0R3TCJ1,1
121845.A0A3Q0IKQ3,6573.A0A210Q2G3,0
105785.A0A2J7QFN0,6183.A0A3Q0KKI5,0
6182.A0A4Z2CYY7,7238.B4I164,0
283909.R7ULG2,7227.FBpp0080629,0
7240.B4QTG6,7240.B4QX99,1
70667.A0A183SP26,70667.A0A183TEN3,1
6973.A0A2P8XK65,7719.ENSCINP00000036183,0
299467.A0A443SQY5,7918.ENSLOCP00000005327,0
407821.A0A087ULP3,407821.A0A087V0P7,1
7217.B3MBU2,7240.B4Q8G7,0
31234.E3N3Z0,1561998.A0A1I7TA35,0
48709.A0A1D2MUE0,79923.A0A419PH16,0
104421.E2AYJ8,947166.A0A1D1VV51,0
6689.A0A423SHP9,6689.A0A423T5F6,1
268474.A0A0V1MPJ5,6198.A0A075ADI1,0
407821.A0A087SXU6,407821.A0A087UUP4,1
6669.E9GDR8,6669.E9HZB5,1
105785.A0A2J7QHN3,8030.ENSSSAP00000041007,0
1611254.A0A2G5TGW3,1611254.A0A2G5VFZ3,1
31246.A0A183Q7V5,6290.A0A0N4VWI2,0
31246.A0A183NDC8,31246.A0A183Q7V5,1
6205.A0A0R3X986,6216.A0A0R3SEN5,0
168631.A0A3S2KWR6,168631.A0A3S2N554,1
7227.FBpp0087493,7227.FBpp0304599,1
6973.A0A2P8Y1G8,8030.ENSSSAP00000072329,0
1611254.A0A2G5SFZ4,1611254.A0A2G5UNY7,1
