protein1,protein2,Label
61383.ENSLCNP00005007035,61383.ENSLCNP00005031277,1
400682.A0A1X7TRJ9,7209.A0A1I7VY94,0
118797.A0A340X4I6,7070.D6X3Z8,0
29170.A0A368G3A8,30464.ENSNPEP00000003739,0
299123.ENSLSDP00000001897,299123.ENSLSDP00000007617,1
400682.A0A1X7VCQ6,64176.ENSPMRP00000028125,0
39432.ENSSBOP00000021278,69004.A0A182R0K8,0
178035.A0A154NW96,178035.A0A154P5Y4,1
7227.FBpp0070165,8175.ENSSAUP00010039697,0
6689.A0A423TK04,94827.A0A099Z928,0
93934.ENSCJPP00005002764,93934.ENSCJPP00005004595,1
6182.Q5D9B3,6182.Q5DHD4,1
79923.A0A3R7CVA6,79923.A0A3R7JNG4,1
6238.A8XXB7,6238.Q615B0,1
137246.A0A401SBU6,137246.A0A401SRP0,1
310752.A0A383ZBX2,310752.A0A384AG12,1
6239.C23H3.4a.2,6239.T22G5.5b.1,1
194338.ENSACUP00000014035,94827.A0A099ZMR5,0
1503980.A0A261BKR7,168631.A0A437B655,0
1503980.A0A261B4H9,407821.A0A087TN25,0
282301.A0A267FYR7,7370.A0A1I8MIQ6,0
28743.ENSCVAP00000011331,6412.T1G0S0,0
456900.A0A195C8N0,471704.A0A195DHA1,0
1503980.A0A261BVD4,1503980.A0A261BWR6,1
425635.ENSCPGP00000002560,53468.A0A0R3U7L2,0
70415.A0A5S6QZX4,70415.A0A5S6R3R3,1
8005.ENSEEEP00000020725,8005.ENSEEEP00000050223,1
6185.A0A094ZPA4,6185.A0A095AWU8,1
6412.T1FNQ7,93934.ENSCJPP00005021343,0
118797.A0A340Y055,299467.A0A443SNN4,0
13249.T1HAB4,37001.A0A1A9X1W9,0
32473.ENSXCOP00000009262,32473.ENSXCOP00000023928,1
6239.R02D3.5.1,6239.Y48E1B.3c.1,1
6336.A0A0V0RJL8,6336.A0A0V0S247,1
1611254.A0A2G5TGK4,1611254.A0A2G5V3P5,1
143630.A0A402F245,46245.Q29G82,0
282301.A0A267F8W3,39432.ENSSBOP00000037820,0
188379.A0A091JLG2,46245.Q28XU2,0
30732.ENSOMEP00000008638,30732.ENSOMEP00000032288,1
31234.E3M257,31234.E3NFG3,1
6526.A0A2C9JY26,6526.A0A2C9L7Z5,1
53326.A0A016T444,53326.A0A016UJ00,1
45351.A7RYT5,45351.A7S3U3,1
56216.A0A1A6H085,6265.A0A0B2VM49,0
103695.ENSPVIP00000008286,103695.ENSPVIP00000030051,1
28743.ENSCVAP00000003444,28743.ENSCVAP00000020985,1
93934.ENSCJPP00005012817,93934.ENSCJPP00005021343,1
6216.A0A0R3SB61,6216.A0A0R3SHP1,1
375764.ENSSORP00005020604,400727.A0A2T7NF25,0
103695.ENSPVIP00000012999,103695.ENSPVIP00000022748,1
299123.ENSLSDP00000005682,299123.ENSLSDP00000012317,1
70415.A0A5S6QIT5,70415.A0A5S6QQC1,1
300112.A0A4S2KJJ8,30019.A0A0M3QWM4,0
8090.ENSORLP00000031894,8090.ENSORLP00000043390,1
13146.ENSMUNP00000012647,13146.ENSMUNP00000016293,1
37293.ENSANAP00000026059,7764.ENSEBUP00000003640,0
13146.ENSMUNP00000005020,13146.ENSMUNP00000016978,1
7176.B0WLS3,7176.B0X266,1
37032.ENSSSUP00005015736,37032.ENSSSUP00005022130,1
93934.ENSCJPP00005021606,93934.ENSCJPP00005024426,1
37032.ENSSSUP00005002480,37032.ENSSSUP00005027484,1
47308.ENSNMLP00000002912,47308.ENSNMLP00000035600,1
1611254.A0A2G5T6I8,6248.A0A0K0ETG9,0
947166.A0A1D1UKE7,947166.A0A1D1VYS7,1
37546.A0A1B0FP56,37546.A0A1B0G3R7,1
211598.ENSANIP00000011639,299123.ENSLSDP00000013287,0
6337.A0A0V0Y4B4,6337.A0A0V1JGR8,1
6211.A0A068Y1Y4,6290.A0A0N4X2N6,0
400727.A0A2T7PWJ0,64176.ENSPMRP00000027963,0
102285.A0A0R3SZX2,44394.ENSZALP00000019822,0
6238.A8X787,7375.A0A0L0BPQ6,0
136037.A0A067R3E4,7232.A0A484B459,0
1661398.A0A482W283,1661398.A0A482W850,1
104421.E2A3M2,104421.E2AM64,1
13347.A0A444TE91,7234.B4G4T7,0
29170.A0A368H0I5,94827.A0A099ZHC7,0
37293.ENSANAP00000020918,61221.ENSVKKP00000000953,0
12930.A0A0Q3M0B3,45351.A7SHE9,0
8022.A0A060WW68,8022.C1BFG2,1
7222.B4IZR9,7222.B4JII4,1
127582.A0A2Y9RP42,7764.ENSEBUP00000024351,0
105785.A0A2J7RAY8,178035.A0A154P2K9,0
211598.ENSANIP00000015021,37003.ENSKMAP00000023002,0
61383.ENSLCNP00005021211,6205.A0A0R3WZU2,0
61853.ENSNLEP00000018321,6239.C41G7.5a.1,0
308060.ENSARWP00000004641,7764.ENSEBUP00000001199,0
103827.A0A0N5CZ91,8167.A0A484CGA0,0
118797.A0A340WRC5,7375.A0A0L0C7P5,0
121224.E0VC06,8167.A0A484CPZ4,0
225164.V4A0Q9,32264.T1KCG6,0
7227.FBpp0073173,7227.FBpp0306716,1
1841481.ENSSLDP00000019714,6689.A0A423SAB9,0
1611254.A0A2G5TW63,6238.Q612A4,0
137246.A0A401SL40,1841481.ENSSLDP00000026731,0
137246.A0A401T0S4,137246.A0A401TVH0,1
47308.ENSNMLP00000024986,47308.ENSNMLP00000025912,1
425635.ENSCPGP00000027910,56216.A0A1A6HRI9,0
225164.V4B263,37546.A0A1B0FCD3,0
6239.H26D21.1.1,7668.W4YX51,0
118797.A0A340WPE9,118797.A0A340X6T1,1
6412.T1FM70,6412.T1G1F0,1
7222.B4J3I1,7370.A0A1I8MC28,0
56723.ENSLBEP00000005280,56723.ENSLBEP00000029061,1
6211.A0A068YDA1,6211.A0A068YFH0,1
6205.A0A0R3WZM6,6205.A0A0R3X9C1,1
6216.A0A0R3SSW9,6335.A0A0V1LMR1,0
299123.ENSLSDP00000003287,299123.ENSLSDP00000004176,1
143630.A0A402EP68,143630.A0A402EQG7,1
8022.A0A060YEY2,8081.ENSPREP00000019015,0
61383.ENSLCNP00005031900,61383.ENSLCNP00005033438,1
1611254.A0A2G5TXV2,28377.ENSACAP00000008284,0
30522.A0A4W2CWW1,30522.A0A4W2FA94,1
194338.ENSACUP00000019268,61621.ENSRBIP00000003655,0
28743.ENSCVAP00000021095,8128.ENSONIP00000013073,0
8030.ENSSSAP00000052427,8030.ENSSSAP00000075673,1
37347.ENSTBEP00000002140,441366.ENSGWIP00000001839,0
29088.A0A2Y9HY00,407821.A0A087U572,0
30521.ENSBGRP00000034613,6183.A0A3Q0KT70,0
37653.A0A0L8FIY8,37653.A0A0L8HY92,1
6188.A0A183QC74,6188.A0A183QXX5,1
30522.A0A4W2CQA4,6183.A0A3Q0KLQ4,0
13146.ENSMUNP00000008285,6832.A0A553PBC4,0
28743.ENSCVAP00000028734,28743.ENSCVAP00000030216,1
13249.R4FP91,13249.R4FP94,1
31033.ENSTRUP00000084127,61221.ENSVKKP00000018639,0
1503980.A0A261BUX2,2018661.A0A2A2JBU0,0
12957.A0A158NI71,30464.ENSNPEP00000018962,0
30522.A0A4W2C9E8,45351.A7RZD8,0
2587831.ENSTMTP00000002470,2587831.ENSTMTP00000011753,1
1503980.A0A261BLI2,1503980.A0A261C791,1
143630.A0A402FGB6,143630.A0A402FSB5,1
37032.ENSSSUP00005002480,7176.B0W307,0
2018661.A0A2A2JUF2,308060.ENSARWP00000015845,0
407821.A0A087UUN0,425635.ENSCPGP00000003896,0
7998.ENSIPUP00000035994,7998.ENSIPUP00000036579,1
8030.ENSSSAP00000052427,8030.ENSSSAP00000066915,1
7764.ENSEBUP00000005359,7764.ENSEBUP00000019303,1
425635.ENSCPGP00000025149,6573.A0A210Q424,0
126957.T1JE21,31033.ENSTRUP00000086995,0
136037.A0A067RHX9,6205.A0A0R3X6L7,0
38654.A0A1U7SL22,61622.ENSRROP00000032505,0
13146.ENSMUNP00000008068,13146.ENSMUNP00000011653,1
1661398.A0A482W5Q8,456900.A0A195D2Q5,0
286419.ENSCAFP00020032142,7764.ENSEBUP00000000011,0
30522.A0A4W2DGD3,597456.A0A0L7R3I0,0
30521.ENSBGRP00000006630,30521.ENSBGRP00000022844,1
6239.MTCE.31.1,6239.W09C5.8.1,1
113540.ENSSFOP00015010596,1965070.A0A443RJB1,0
31234.E3MI94,6282.A0A044UUQ9,0
7102.A0A2A4JQE0,7102.A0A2A4JW60,1
7868.ENSCMIP00000028174,7998.ENSIPUP00000036137,0
37032.ENSSSUP00005002548,37032.ENSSSUP00005033044,1
283909.R7UWM4,45882.A0A0V1D092,0
375764.ENSSORP00005025426,375764.ENSSORP00005046387,1
48269.A0A183M9B7,7398.A0A1A9ZN41,0
70667.A0A183SIT5,70667.A0A183SKH3,1
48709.A0A1D2NH14,55661.A0A091GN05,0
12930.A0A0Q3PAM3,12930.A0A0Q3U0K4,1
6412.T1EDZ0,7994.ENSAMXP00000035626,0
30464.ENSNPEP00000010926,30464.ENSNPEP00000017967,1
46731.A0A3M6U3S5,46731.A0A3M6UGP1,1
7238.B4HRI5,7238.B4I3X0,1
30522.A0A4W2C8N7,62062.ENSHHUP00000023442,0
194338.ENSACUP00000015498,7232.A0A484BE17,0
56216.A0A1A6GKY1,56216.A0A1A6HNH6,1
2015173.A0A026WQY6,307959.ENSSRHP00000003564,0
29088.A0A2Y9I3D9,29170.A0A368GZN3,0
113540.ENSSFOP00015002745,6313.A0A0K0CVA3,0
8175.ENSSAUP00010008857,8175.ENSSAUP00010020042,1
7395.A0A1A9UIX8,7395.A0A1A9VS60,1
6669.E9GJV6,6669.E9H500,1
55661.A0A091GLZ3,947166.A0A1D1VB90,0
30538.ENSVPAP00000001218,30538.ENSVPAP00000011346,1
30521.ENSBGRP00000002268,7739.C3YAU6,0
37032.ENSSSUP00005022557,37032.ENSSSUP00005030278,1
72004.ENSBMUP00000019177,8010.ENSELUP00000013856,0
12930.A0A0Q3X5Z2,400682.A0A1X7UZY5,0
29088.A0A2Y9HYY8,29088.A0A2Y9I0G4,1
244447.ENSCSEP00000013613,7266.A0A3B0K8B0,0
137246.A0A401RGG8,7739.C3YL80,0
441894.ENSSCUP00000016320,441894.ENSSCUP00000020000,1
425635.ENSCPGP00000010155,425635.ENSCPGP00000016549,1
52904.ENSSMAP00000014724,7375.A0A0L0BYG6,0
372326.A0A1V4K2V1,52670.A0A2I4CW30,0
7167.A0A182F371,7167.A0A182FHE4,1
1561998.A0A1I7T869,1561998.A0A1I7UXQ9,1
144512.A0A0V0TB99,144512.A0A0V0UCK2,1
1661398.A0A482VP23,1661398.A0A482WDI1,1
46731.A0A3M6UD84,46731.A0A3M6UIX2,1
29073.ENSUMAP00000000611,7395.A0A1A9V1N1,0
144512.A0A0V0TVZ6,8022.A0A060WGZ9,0
37003.ENSKMAP00000012536,441894.ENSSCUP00000020798,0
96440.ENSSMRP00000006425,96440.ENSSMRP00000028249,1
64176.ENSPMRP00000023292,64176.ENSPMRP00000036910,1
37003.ENSKMAP00000023650,37003.ENSKMAP00000025146,1
6832.A0A553NFS0,6832.A0A553P3A0,1
1661398.A0A482VYL7,40217.ENSJHYP00000005958,0
520822.A0A195B7F4,520822.A0A195BU52,1
48269.A0A183M918,48269.A0A183N581,1
244447.ENSCSEP00000011003,244447.ENSCSEP00000013775,1
77166.J3JYI1,77166.U4U2X7,1
8005.ENSEEEP00000037933,8005.ENSEEEP00000045020,1
1611254.A0A2G5T7Z4,1611254.A0A2G5TG00,1
61383.ENSLCNP00005013587,7244.B4M8L6,0
37003.ENSKMAP00000000622,37003.ENSKMAP00000011809,1
29139.ENSVURP00010010724,29139.ENSVURP00010013528,1
1503980.A0A261ANT5,1503980.A0A261BU93,1
62062.ENSHHUP00000086762,8030.ENSSSAP00000086332,0
30069.A0A182Y771,6198.A0A074ZSY0,0
7227.FBpp0081216,7227.FBpp0081786,1
29073.ENSUMAP00000002164,29073.ENSUMAP00000021540,1
30732.ENSOMEP00000016023,30732.ENSOMEP00000020985,1
299467.A0A443S8Q2,37032.ENSSSUP00005010837,0
168631.A0A3S2LJ09,168631.A0A437BRK7,1
299123.ENSLSDP00000008068,299123.ENSLSDP00000017022,1
300112.A0A4S2JR11,400727.A0A2T7PKM8,0
135651.G0P0X4,135651.G0PJI7,1
39432.ENSSBOP00000030582,7232.A0A484BSF1,0
32473.ENSXCOP00000008833,6183.A0A3Q0KII8,0
6280.A0A0N4TJA4,6280.A0A0N4TX17,1
38626.ENSPCIP00000004406,6188.A0A183REV8,0
1965070.A0A3S3PG68,29088.A0A2Y9G3B8,0
40217.ENSJHYP00000000327,40217.ENSJHYP00000007097,1
6216.A0A0R3S826,6216.A0A0R3SWG9,1
56216.A0A1A6GSF3,56216.A0A1A6HEY1,1
441366.ENSGWIP00000032599,610380.E2BSM7,0
7868.ENSCMIP00000006458,7868.ENSCMIP00000031935,1
1503980.A0A260ZZD3,6973.A0A2P8YRW1,0
56723.ENSLBEP00000002697,56723.ENSLBEP00000027525,1
29170.A0A368GJH7,29170.A0A368H4X1,1
151549.A0A4C1TRW6,151549.A0A4C1VZ30,1
286419.ENSCAFP00020007385,6945.B7Q926,0
30464.ENSNPEP00000000490,30464.ENSNPEP00000008081,1
31246.A0A183PDF5,31246.A0A183Q7E8,1
136037.A0A067RHM2,1611254.A0A2G5UEH6,0
64176.ENSPMRP00000005076,64176.ENSPMRP00000031207,1
441366.ENSGWIP00000028654,441366.ENSGWIP00000035567,1
126957.T1IKM1,126957.T1IUW0,1
118200.A0A093FVW6,6945.B7QAX9,0
8187.ENSLCAP00010001927,8187.ENSLCAP00010017464,1
144197.ENSSPAP00000003155,144197.ENSSPAP00000006942,1
7764.ENSEBUP00000007460,7764.ENSEBUP00000024665,1
6184.A0A430Q2A8,7238.B4ILL7,0
400682.A0A1X7U0X6,400682.A0A1X7VTE5,1
1661398.A0A482VPZ9,7209.A0A1I7V657,0
7370.A0A1I8NEB6,77166.U4U0L8,0
8128.ENSONIP00000075309,96440.ENSSMRP00000030750,0
39432.ENSSBOP00000015978,586833.ENSMMDP00005033662,0
2015173.A0A026W4F8,2015173.A0A026W7A6,1
8010.ENSELUP00000007497,8010.ENSELUP00000032264,1
318479.A0A158Q5N4,72004.ENSBMUP00000008081,0
121224.E0VZP3,1841481.ENSSLDP00000022369,0
127582.A0A2Y9RAM6,127582.A0A2Y9TK93,1
391180.A0A2Y9KYA9,70415.A0A5S6QFB0,0
6973.A0A2P8XMA7,6973.A0A2P8Z8W1,1
1965070.A0A443QLB1,1965070.A0A443R379,1
62062.ENSHHUP00000015623,62062.ENSHHUP00000023182,1
6183.G4VHT5,6205.A0A0R3X3L5,0
188379.A0A091J8S2,45351.A7SCP4,0
151549.A0A4C1WMN9,2015173.A0A026WNV2,0
37001.A0A1A9W8E5,7217.B3MIH4,0
144197.ENSSPAP00000021544,7739.C3ZC79,0
46731.A0A3M6TPA8,46731.A0A3M6UWY1,1
1965070.A0A443RPB7,32473.ENSXCOP00000017157,0
1611254.A0A2G5VIB4,1611254.A0A2G5VVJ3,1
1503980.A0A261BTQ2,1503980.A0A261CCS3,1
8030.ENSSSAP00000052427,8030.ENSSSAP00000053028,1
6280.A0A0N4TEJ5,6280.A0A0N4TSK5,1
6238.A8XG62,8030.ENSSSAP00000051838,0
46731.A0A3M6V571,61383.ENSLCNP00005032971,0
30066.A0A182VC50,6185.A0A095A3T7,0
299467.A0A443SG76,299467.A0A443SMS4,1
61221.ENSVKKP00000000173,7070.A0A139WK88,0
94237.ENSMMOP00000001369,94237.ENSMMOP00000028827,1
8030.ENSSSAP00000025612,8030.ENSSSAP00000060568,1
36166.T1GZY9,36166.T1H603,1
7719.ENSCINP00000003763,7719.ENSCINP00000032174,1
13146.ENSMUNP00000009315,13146.ENSMUNP00000016727,1
135651.G0NXW0,37347.ENSTBEP00000014581,0
6669.E9FT85,6669.E9GEU2,1
168631.A0A437BUX9,8081.ENSPREP00000022609,0
32473.ENSXCOP00000021570,36166.T1GMH8,0
151549.A0A4C1W5I9,151549.A0A4C1X9F6,1
136037.A0A067R7E2,136037.A0A067R997,1
144197.ENSSPAP00000030287,53468.A0A158QSK1,0
1503980.A0A261A1K8,7370.A0A1I8MV54,0
333673.A0A3M0JVM5,48269.A0A183LK23,0
105785.A0A2J7RG03,1611254.A0A2G5TFY5,0
93934.ENSCJPP00005002764,93934.ENSCJPP00005012248,1
29073.ENSUMAP00000022200,29073.ENSUMAP00000028547,1
46245.Q292Z4,64791.A0A151WIJ1,0
1561998.A0A1I7U9V3,283909.R7UN30,0
300112.A0A4S2JML4,300112.A0A4S2KYU0,1
8175.ENSSAUP00010000370,8175.ENSSAUP00010003468,1
126957.T1JKG5,8005.ENSEEEP00000052069,0
990121.A0A0V0YQ25,990121.A0A0V0ZAU2,1
13249.R4FLV9,7994.ENSAMXP00000054336,0
135651.G0NDU4,135651.G0PN26,1
6313.A0A0K0DA00,6313.A0A0K0DNP9,1
456900.A0A151I9B3,456900.A0A195CXJ8,1
2587831.ENSTMTP00000015573,2587831.ENSTMTP00000018176,1
375764.ENSSORP00005025426,375764.ENSSORP00005050175,1
2587831.ENSTMTP00000008074,308060.ENSARWP00000009064,0
94128.A0A2A3EAH4,94128.A0A2A3EM22,1
7375.A0A0L0BR89,7375.A0A0L0C9E7,1
126957.T1JB03,61383.ENSLCNP00005025388,0
2587831.ENSTMTP00000003451,2587831.ENSTMTP00000029689,1
103695.ENSPVIP00000018049,103695.ENSPVIP00000030118,1
46835.A0A504YDZ2,46835.A0A504YGE2,1
13249.T1I701,7209.A0A1I7VCH3,0
40217.ENSJHYP00000002559,61853.ENSNLEP00000016769,0
400727.A0A2T7PY26,61221.ENSVKKP00000017672,0
32473.ENSXCOP00000005015,32473.ENSXCOP00000026770,1
161767.ENSAPEP00000007228,161767.ENSAPEP00000015008,1
93934.ENSCJPP00005020702,93934.ENSCJPP00005022135,1
37293.ENSANAP00000001604,6412.T1G5H5,0
6186.A0A183KHY9,7232.A0A484BAN1,0
104452.A0A0L7L659,104452.A0A0L7LDN6,1
126957.T1IIY6,126957.T1JCY2,1
7764.ENSEBUP00000001325,94827.A0A099Z974,0
30019.A0A0M3QV14,62062.ENSHHUP00000087940,0
104421.E2AHM1,1841481.ENSSLDP00000025288,0
118200.A0A093I719,46731.A0A3M6THB8,0
103695.ENSPVIP00000008370,103695.ENSPVIP00000011743,1
121224.E0VBZ5,121224.E0VVI5,1
12957.A0A158NBI8,12957.A0A158NEH3,1
137246.A0A401RP23,6689.A0A423SD17,0
136037.A0A067RG04,136037.A0A067RQ36,1
30522.A0A4W2D252,30522.A0A4W2HVG7,1
64176.ENSPMRP00000023834,64176.ENSPMRP00000031277,1
30019.A0A0M3QYJ2,30019.A0A0M4EK37,1
310752.A0A384AXF8,7029.J9LP07,0
112268.A0A182WAB9,77166.J3JYA1,0
30521.ENSBGRP00000011695,30521.ENSBGRP00000041854,1
299123.ENSLSDP00000008068,299123.ENSLSDP00000016543,1
121845.A0A3Q0J1N7,46245.Q28XD0,0
56723.ENSLBEP00000008484,56723.ENSLBEP00000032776,1
299321.ENSDCDP00000027424,299321.ENSDCDP00000057150,1
6973.A0A2P8XQR7,7395.A0A1A9UYZ3,0
194338.ENSACUP00000007431,30522.A0A4W2CV30,0
6973.A0A2P8XG24,6973.A0A2P8YHI7,1
137246.A0A401RKP0,7238.B4HFB7,0
144197.ENSSPAP00000011350,144197.ENSSPAP00000014515,1
211598.ENSANIP00000003050,7232.A0A484BBQ8,0
307972.A0A2G8JUJ5,7868.ENSCMIP00000025536,0
13146.ENSMUNP00000000884,13146.ENSMUNP00000007534,1
37546.A0A1B0FBU8,37546.D3TSE8,1
93934.ENSCJPP00005002106,93934.ENSCJPP00005025492,1
13616.ENSMODP00000006321,13616.ENSMODP00000008916,1
103695.ENSPVIP00000014093,36166.T1GQ34,0
37347.ENSTBEP00000006467,37347.ENSTBEP00000010169,1
135651.G0NVU9,30608.ENSMICP00000017152,0
143630.A0A402EXQ1,7238.B4I843,0
47969.ENSOABP00000045165,47969.ENSOABP00000056290,1
6188.A0A183RBB2,6188.A0A183RJ02,1
1561998.A0A1I7UUY1,7227.FBpp0086107,0
7739.C3YPX2,7739.O47426,1
30066.A0A182V9E4,94237.ENSMMOP00000001378,0
13249.R4G412,286419.ENSCAFP00020004996,0
6669.E9GHY1,8128.ENSONIP00000024229,0
44394.ENSZALP00000007435,77166.U4TTW0,0
1561998.A0A1I7TVQ9,6211.A0A068Y2M3,0
151549.A0A4C1V086,151549.A0A4C1Z9L6,1
6182.A0A4Z2D5A2,6182.A0A4Z2DKR8,1
93934.ENSCJPP00005002004,93934.ENSCJPP00005013898,1
13249.T1I1Q1,194338.ENSACUP00000005039,0
70667.A0A183T2G5,70667.A0A3P7EXC1,1
103695.ENSPVIP00000002883,103695.ENSPVIP00000021642,1
210632.ENSPRNP00000027097,6182.A0A4Z2DAH3,0
29172.A0A0D8XLA6,29172.A0A0D8XYN0,1
30521.ENSBGRP00000009746,30521.ENSBGRP00000022515,1
126957.T1J1U3,12957.A0A158NFW8,0
12930.A0A0Q3M043,12930.A0A0Q3MEJ5,1
31234.E3NQZ4,7029.J9JS84,0
7998.ENSIPUP00000025094,7998.ENSIPUP00000026955,1
391180.A0A2Y9L2L6,7232.A0A484AUK6,0
52904.ENSSMAP00000009581,52904.ENSSMAP00000017114,1
32473.ENSXCOP00000026214,45351.A7SW58,0
7217.B3MLH9,7217.B3MZG4,1
6184.A0A430QFP0,6945.B7PAI0,0
210632.ENSPRNP00000010567,30538.ENSVPAP00000006902,0
62062.ENSHHUP00000010017,62062.ENSHHUP00000023246,1
6186.A0A183KVL0,7260.B4MM41,0
32264.T1KH68,32264.T1L4V0,1
168631.A0A3S2LVB0,168631.A0A437BCR1,1
8030.ENSSSAP00000088899,8030.ENSSSAP00000089323,1
94237.ENSMMOP00000004121,94237.ENSMMOP00000021317,1
121224.E0W4B3,29170.A0A368F9U5,0
8175.ENSSAUP00010004150,8175.ENSSAUP00010016152,1
30521.ENSBGRP00000040664,30521.ENSBGRP00000042901,1
103372.F4WLM4,13249.T1HIY6,0
168631.A0A437BLN9,178035.A0A154P632,0
56216.A0A1A6H6M1,7868.ENSCMIP00000004830,0
45351.A7RGP5,45351.A7RJY5,1
48269.A0A183N262,48701.ENSPMEP00000029602,0
37347.ENSTBEP00000009352,37347.ENSTBEP00000014950,1
45351.A7RV43,45351.A7SPP0,1
391180.A0A2Y9IX38,7868.ENSCMIP00000047489,0
126957.T1ITD2,29088.A0A2Y9GMA9,0
6216.A0A0R3SSX2,6216.A0A0R3SWR9,1
334426.A0A0R3PQE5,334426.A0A0R3PX99,1
7102.A0A2A4K347,7102.A0A2A4K5A2,1
6205.A0A0R3X1X0,6205.A0A0R3X3Q9,1
286419.ENSCAFP00020020675,48709.A0A1D2N278,0
13616.ENSMODP00000054410,610380.E2B2U8,0
143630.A0A402FDH5,7994.ENSAMXP00000033457,0
103827.A0A0N5D435,70415.A0A5S6R6G0,0
121224.E0VPV9,6186.A0A183L2C0,0
1965070.A0A3S3PGH9,7868.ENSCMIP00000031776,0
1561998.A0A1I7TD23,64176.ENSPMRP00000020214,0
2489341.ENSSHBP00005004077,6290.A0A0N4WUT5,0
40217.ENSJHYP00000011688,6239.Y63D3A.6b.2,0
53326.A0A016SE87,53326.A0A016UPY8,1
2489341.ENSSHBP00005019116,8022.A0A060Z4Q8,0
32264.T1JS60,61622.ENSRROP00000040093,0
48698.ENSPFOP00000012922,6526.A0A2C9KT96,0
7668.W4XG43,8030.ENSSSAP00000067311,0
6526.A0A2C9JHG5,6526.A0A2C9JSD8,1
30732.ENSOMEP00000015987,30732.ENSOMEP00000033666,1
282301.A0A1I8HNP4,282301.A0A267GPL8,1
13347.A0A444SRA0,7159.Q17MG1,0
62062.ENSHHUP00000031492,6238.Q8HEC2,0
77166.J3JTS1,77166.U4UJV9,1
13616.ENSMODP00000043207,1611254.A0A2G5TFA3,0
7070.D6WMU5,947166.A0A1D1VYH6,0
37653.A0A0L8HDM7,39432.ENSSBOP00000024383,0
12930.A0A0Q3PPK2,12930.A0A0Q3R6P1,1
1611254.A0A2G5SDV1,72004.ENSBMUP00000026459,0
31234.E3LT95,31234.E3LW64,1
